"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"24074",24090,FALSE,"",12600000,"Drama","Crime",NA,NA,NA,NA,NA,NA,NA,NA,"","154400","tt1600196","en","The Drop","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.","11.695036","/lj8AMCjWx0jU93XajzUEOUUNKZF.jpg","Fox Searchlight Pictures","Chernin Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-12,19054534,106,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","The Drop",FALSE,6.7,859,6454534,"154400"
"24106",24122,FALSE,"The Maze Runner Collection",3.4e+07,"Action","Mystery","Science Fiction","Thriller",NA,NA,NA,NA,NA,NA,"http://themazerunnermovie.com/","198663","tt1790864","en","The Maze Runner","Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","76.93789","/coss7RgL0NH6g4fC2s5atvf3dFO.jpg","Ingenious Media","Twentieth Century Fox Film Corporation","Gotham Group","Dayday Films","Temple Hill Entertainment","TSG Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-10,348319861,113,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Run - Remember - Survive","The Maze Runner",FALSE,7,5540,314319861,"198663"
"24107",24123,FALSE,"",13200000,"Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sonypictures.com/movies/nogooddeed/","136835","tt2011159","en","No Good Deed","Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.","24.644321","/x42BcGsV7gbINP3EIBdykdOZDDY.jpg","Will Packer Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-10,53830415,83,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","First he gets into your house. Then he gets into your head.","No Good Deed",FALSE,5.6,182,40630415,"136835"
"24108",24124,FALSE,"",1e+06,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.ifcfilms.com/films/camp-x-ray","244506","tt2994190","en","Camp X-Ray","A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.","11.153327","/oGcmIqOAbV8npgY57u7tqzwPgc.jpg","Gotham Group","Upload Films","GNK Productions","Rough House Pictures","Young Gang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-17,59744,117,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Connection takes courage","Camp X-Ray",FALSE,6.7,395,-940256,"244506"
"24125",24141,FALSE,"",2.8e+07,"Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,"","169917","tt0365907","en","A Walk Among the Tombstones","Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.","14.914924","/xxe77USOk2tPnq7G4cL42gf1OxQ.jpg","Double Feature Films","Jersey Films","1984 Private Defense Contractors","Cross Creek Pictures","Exclusive Media Group","Traveling Picture Show Company (TPSC)","Free State Pictures","Da Vinci Media Ventures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-18,53181600,113,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Some people are afraid of all the wrong things","A Walk Among the Tombstones",FALSE,6.2,1145,25181600,"169917"
"24127",24143,FALSE,"",5e+06,"Romance","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,"","282296","tt2908856","en","My Old Lady","Mathias Gold (Kevin Kline) is a down-on-his-luck New Yorker who inherits a Parisian apartment from his estranged father. But when he arrives in France to sell the vast domicile, he's shocked to discover a live-in tenant who is not prepared to budge. His apartment is a viager - an ancient French real estate system with complex rules pertaining to its resale - and the feisty Englishwoman Mathilde Girard (Maggie Smith), who has lived in the apartment with her daughter Chloé (Kristin Scott Thomas) for many years, can by contract collect monthly payments from Mathias until her death.","11.127162","/vmPllVt39Ap1U2vmpyRjevwnBTh.jpg","BBC Films","Cohen Media Group","Deux Chevaux Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-09,7527232,107,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He's in the will. She's in the way.","My Old Lady",FALSE,6.1,100,2527232,"282296"
"24161",24177,FALSE,"",5e+06,"Drama","Music",NA,NA,NA,NA,NA,NA,NA,NA,"","111479","tt1786751","en","CBGB","CBGB looks at New York's dynamic punk rock scene through the lens of the ground-breaking Lower East Side club started by eccentric Hilly Kristal (Alan Rickman) in 1973 which launched thousands of bands.","3.711772","/d2Of4oEaeCCS3mjqANOXgOgCrHd.jpg","Rampart Films","Unclaimed Freight Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-11,40400,101,"English"," Deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","50,000 bands and 1 disgusting bathroom","CBGB",FALSE,6.5,45,-4959600,"111479"
"24164",24180,FALSE,"",1.6e+07,"Western","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","264656","tt2398231","en","The Homesman","When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.","7.375146","/wzOzeuWYIlRq7Eus1TWnHtYo304.jpg","The Javelina Film Company","EuropaCorp","Ithaca Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-18,3442853,122,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","The Homesman",FALSE,6.4,262,-12557147,"264656"
"24176",24192,FALSE,"",1.5e+07,"Crime","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,"http://thenovemberman.com/","254904","tt2402157","en","The November Man","An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.","13.310556","/lcg1bkriMVvc8m0jz5zk0yvzVTA.jpg","Irish Dreamtime","Relativity Media","SPD Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-27,32556119,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A spy is never out of the game.","The November Man",FALSE,6,645,17556119,"254904"
"24193",24209,FALSE,"",6e+07,"Animation","Comedy","Family","Fantasy",NA,NA,NA,NA,NA,NA,"","170687","tt0787474","en","The Boxtrolls","An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.","11.563909","/82BWSf1NfCm18ZJtAOIym1QRd24.jpg","Laika Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-10,108255770,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When troubles strikes friends stack together","The Boxtrolls",FALSE,6.6,689,48255770,"170687"
"24211",24227,FALSE,"",19800000,"Drama","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,"","239678","tt1371150","en","This Is Where I Leave You","When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.","11.313659","/jMLRs4Vw2g7QzOQLiq3Rlh6qUar.jpg","Spring Creek Productions","21 Laps Entertainment","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-10,41296320,103,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Welcome Home. Get Uncomfortable.","This Is Where I Leave You",FALSE,6.5,512,21496320,"239678"
"24226",24242,FALSE,"",58800000,"War","Action",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.americansnipermovie.com","190859","tt2179136","en","American Sniper","U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","19.228561","/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg","Village Roadshow Pictures","Malpaso Productions","Warner Bros.","RatPac-Dune Entertainment","Mad Chance Productions","22 & Indiana Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-11,542307423,133,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The most lethal sniper in U.S. history.","American Sniper",FALSE,7.4,4600,483507423,"190859"
"24228",24244,FALSE,"",2800000,"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,"","246403","tt3099498","en","Tusk","When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.","6.820925","/ntxILPesM4IRumijc1DRJQTks9t.jpg","Phase 4 Films","Demarest Films","SModcast Pictures","A24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-19,1826705,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Let me tell you a story...","Tusk",FALSE,5.1,374,-973295,"246403"
"24243",24259,FALSE,"Annabelle Collection",6500000,"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://annabellemovie.com/","250546","tt3322940","en","Annabelle","John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","23.242452","/yAgxM61Sn0dYML4C9v3MJFp5zPI.jpg","New Line Cinema","The Safran Company","Evergreen Media Group","RatPac-Dune Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-02,255273813,99,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Before the Conjuring, there was Annabelle.","Annabelle",FALSE,5.5,1588,248773813,"250546"
"24263",24279,FALSE,"",7e+07,"Horror","Action","Drama","Fantasy","War",NA,NA,NA,NA,NA,"","49017","tt0829150","en","Dracula Untold","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.","16.316318","/4oy4e0DP6LRwRszfx8NY8EYBj8V.jpg","Universal Pictures","Legendary Pictures","Fuji Television Network","Dentsu","Michael De Luca Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-01,215529201,92,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Every bloodline has a beginning","Dracula Untold",FALSE,6.2,2439,145529201,"49017"
"24277",24293,FALSE,"",1.8e+07,"Thriller","Action",NA,NA,NA,NA,NA,NA,NA,NA,"","241254","tt1085492","en","The Prince","A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.","16.219485","/y7jSioitJoolDvn29D0yLJLCk30.jpg","Grindstone Entertainment Group","Emmett/Furla Films","Oasis Films","Aperture Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-22,266586800,93,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Mercy is for the Weak","The Prince",FALSE,4.6,218,248586800,"241254"
"24280",24296,FALSE,"",2.5e+07,"Fantasy","Adventure","Family",NA,NA,NA,NA,NA,NA,NA,"","227707","tt1376213","en","The Adventurer: The Curse of the Midas Box","17-year-old Mariah Mundi's life is turned upside down when his parents vanish and his younger brother is kidnapped. Following a trail of clues to the darkly majestic Prince Regent Hotel, Mariah discovers a hidden realm of child-stealing monsters, deadly secrets and a long-lost artifact that grants limitless wealth – but also devastating supernatural power. With the fate of his world, and his family at stake, Mariah will risk everything to unravel the Curse of the Midas Box.","5.955203","/symtByZWJj0wGsSoKQDKmgiQbce.jpg","Matador Pictures","Arcadia Motion Pictures","uFilm","Afrodita Audiovisual"," A.I.E.","Le Tax Shelter du Gouvernement Fédéral de Belgique","Telefónica Producciones","Umedia","Entertainment Motion Pictures","Cinema One","Nix Films","International Pictures Two","Cronos Entertainment AIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium"," United Kingdom"," Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-05,6399,99,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The new name for adventure.","The Adventurer: The Curse of the Midas Box",FALSE,5.1,74,-24993601,"227707"
"24300",24316,FALSE,"",5500000,"Science Fiction","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"","206487","tt2397535","en","Predestination","Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.","10.524204","/kDdUtDsGMQ3OYwoBtEQyJIGPz4V.jpg","Screen Australia","Screen Queensland","Blacklab Entertainment","Wolfhound Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-28,3e+06,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","To save the future he must reshape the past.","Predestination",FALSE,7.3,1971,-2500000,"206487"
"24335",24351,FALSE,"",2.6e+07,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","239571","tt1972779","en","The Best of Me","A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.","8.196975","/449Qq1XKgurG4IFTohtsEuBWJ8H.jpg","Relativity Media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,35926213,117,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","You never forget your first love.","The Best of Me",FALSE,7.2,777,9926213,"239571"
"24336",24352,FALSE,"John Wick Collection",2e+07,"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.johnwickthemovie.com/","245891","tt2911666","en","John Wick","Ex-lunatic John Wick comes off his meds to track down the bounders that killed his dog and made off with his self-respect","183.870374","/5vHssUeVe25bMrof1HyaPyWgaP.jpg","Summit Entertainment","Warner Bros.","87Eleven","DefyNite Films","MJW Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada"," China"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-22,88761661,101,"Magyar"," English"," Pусский",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Don't set him off.","John Wick",FALSE,7,5499,68761661,"245891"
"24342",24358,FALSE,"",5e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://thejudgemovie.com/","205587","tt1872194","en","The Judge","A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.","17.887943","/v6s65U6qisvxWgO3cNnreaaaite.jpg","Village Roadshow Pictures","Warner Bros.","Big Kid Pictures","Team Downey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-08,83719388,141,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Defend your Honor.","The Judge",FALSE,7.2,1433,33719388,"205587"
"24351",24367,FALSE,"",6.8e+07,"War","Drama","Action",NA,NA,NA,NA,NA,NA,NA,"","228150","tt2713180","en","Fury","Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","36.713807","/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg","Columbia Pictures","QED International","Crave Films","LStar Capital","Huayi Brothers Media","Le Grisbi Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America"," China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-15,211817906,135,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","War never ends quietly.","Fury",FALSE,7.4,4028,143817906,"228150"
"24357",24373,FALSE,"",1.3e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://stvincent-movie.com/","239563","tt2170593","en","St. Vincent","A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.","13.655752","/w0hzr4eQBk1X4m63fb7sOSt9Bnn.jpg","The Weinstein Company","Crescendo Productions","Chernin Entertainment","Goldenlight Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-09,54837234,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Love Thy Neighbor","St. Vincent",FALSE,7.1,770,41837234,"239563"
"24392",24408,FALSE,"",2.8e+07,"Family","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,"http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/","218778","tt1698641","en","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.","7.861004","/f29NQJaWyzXldOGT7F5CDKbwAH9.jpg","Walt Disney Pictures","21 Laps Entertainment","Jim Henson Company"," The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-08,100654149,81,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","One day can change everything.","Alexander and the Terrible, Horrible, No Good, Very Bad Day",FALSE,6.1,502,72654149,"218778"
